"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13832","Verify successful login with valid credentials","Suite","2026-04-28","passed","2026-04-28","ui.login.CTMLoginTest","Test","ui.login.CTMLoginTest","verifySuccessfulLogin"
"","5072","addIP","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistIPTest","Test","ui.configuration.security.safelist.SafelistIPTest","addIP"
"","2842","deleteAll","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","deleteAll"
"","3828","uploadCSV","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistIPTest","Test","ui.configuration.security.safelist.SafelistIPTest","uploadCSV"
"","5455","addNumber","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.banned.BannedNumbersTest","Test","ui.configuration.security.banned.BannedNumbersTest","addNumber"
"","2014","exportCSVTest","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","exportCSVTest"
"","102","verifyIP","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistIPTest","Test","ui.configuration.security.safelist.SafelistIPTest","verifyIP"
"","6187","addAltUserAgent","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","addAltUserAgent"
"","120","Verify login failure message with incorrect password","Suite","2026-04-28","broken","2026-04-28","ui.login.CTMLoginTest","Test","ui.login.CTMLoginTest","verifyInvalidPassword"
"","6357","duplicateUserAgent","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","duplicateUserAgent"
"","4982","emptyValidation","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","emptyValidation"
"","4611","emptyValidation","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistIPTest","Test","ui.configuration.security.safelist.SafelistIPTest","emptyValidation"
"","4773","addAltIP","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistIPTest","Test","ui.configuration.security.safelist.SafelistIPTest","addAltIP"
"","3183","deleteUserAgent","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","deleteUserAgent"
"","4739","cancelAddUserAgent","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","cancelAddUserAgent"
"","5355","uploadCSV","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","uploadCSV"
"","3498","deleteAll","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistIPTest","Test","ui.configuration.security.safelist.SafelistIPTest","deleteAll"
"","6466","addDuplicateIP","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistIPTest","Test","ui.configuration.security.safelist.SafelistIPTest","addDuplicateIP"
"","10740","Verify successful logout from the application","Suite","2026-04-28","failed","2026-04-28","ui.login.CTMLoginTest","Test","ui.login.CTMLoginTest","verifyLogout"
"","10810","addAltNumber","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.banned.BannedNumbersTest","Test","ui.configuration.security.banned.BannedNumbersTest","addAltNumber"
"","160","verifyUserAgent","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","verifyUserAgent"
"","5640","addUserAgent","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","addUserAgent"
"","12089","Verify UI validation for empty login fields","Suite","2026-04-28","failed","2026-04-28","ui.login.CTMLoginTest","Test","ui.login.CTMLoginTest","verifyEmptyFields"
"","5030","cancelAddIP","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistIPTest","Test","ui.configuration.security.safelist.SafelistIPTest","cancelAddIP"
"","1982","exportCSVTest","Suite","2026-04-28","passed","2026-04-28","ui.configuration.security.safelist.SafelistIPTest","Test","ui.configuration.security.safelist.SafelistIPTest","exportCSVTest"
"","10497","deleteIP","Suite","2026-04-28","failed","2026-04-28","ui.configuration.security.safelist.SafelistIPTest","Test","ui.configuration.security.safelist.SafelistIPTest","deleteIP"
